frame.time_delta,frame.time_epoch,ip.dst,ip.proto,ip.src,ip.ttl,ip.version,udp.dstport,udp.srcport,udp.length,udp.payload,udp.time_relative,udp.time_delta,ssdp,http.host,http.request.full_uri,http.request.line,http.request.method,http.request.version,Label
3.00E-06,1607886072,0,17,4,255,4,1900,22582,102,3,105.203164,1.701795,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,53127,102,3,106.078133,6.483391,1,1,1,1,1,1,1
4.00E-06,1607886072,0,17,4,255,4,1900,34608,102,3,105.027112,5.830089,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,19,102,3,106.138894,0.707654,0,0,0,0,0,0,1
3.00E-06,1607886072,0,17,4,255,4,1900,51066,102,3,106.145696,0.226816,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,42970,102,3,105.428903,3.57689,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,63549,102,3,105.296575,0.780487,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,37469,102,3,104.853805,0.754919,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,46812,102,3,104.292937,0.382767,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,33354,102,3,106.34793,0.150904,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,4370,102,3,104.696761,0.157574,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,49098,102,3,85.974991,2.765537,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,1686,102,3,105.718309,0.579523,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,39102,102,3,101.424988,0.128288,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,17397,102,3,103.838081,5.363627,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,46561,102,3,101.773617,3.023932,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,41184,102,3,106.619925,0.680752,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,11643,102,3,101.455959,0.826479,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,4511,102,3,99.474928,7.030675,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,26227,102,3,103.56433,0.095784,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,48410,102,3,104.207548,5.422776,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,12288,102,3,104.334925,4.411213,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,26118,102,3,105.138806,6.017053,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,19583,102,3,105.639702,0.32043,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,37946,102,3,105.142462,0.775354,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,44531,102,3,99.286027,1.179945,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,30531,102,3,105.787976,1.558378,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,47293,102,3,105.081375,0.77314,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,13562,102,3,105.686573,0.073189,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,38742,102,3,102.883073,20.159514,1,1,1,1,1,1,1
0.000493,1607886072,0,17,4,255,4,1900,7355,102,3,104.950524,0.001681,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,58546,102,3,106.010689,0.001681,1,1,1,1,1,1,1
4.00E-06,1607886072,0,17,4,255,4,1900,33935,102,3,104.698486,0.001682,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,61889,102,3,105.587704,0.001682,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,65133,102,3,104.762305,0.001682,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,20197,102,3,103.971416,0.001681,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,53237,102,3,105.679893,0.001681,1,1,1,1,1,1,1
4.00E-06,1607886072,0,17,4,255,4,1900,37749,102,3,99.649988,0.001682,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,48323,102,3,99.013764,0.001682,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,40260,102,3,105.963515,0.001682,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,45275,102,3,104.053119,0.001681,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,20640,102,3,105.430479,0.001681,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,33654,102,3,105.697929,0.001681,1,1,1,1,1,1,1
4.00E-06,1607886072,0,17,4,255,4,1900,4848,102,3,102.632166,0.001682,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,47266,102,3,104.940643,0.001682,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,7799,102,3,104.854594,0.001681,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,44930,102,3,105.750163,0.001733,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,30990,102,3,99.204678,0.001684,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,13365,102,3,94.510828,0.001684,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,44380,102,3,103.907449,0.001684,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,53220,102,3,105.535191,0.001684,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,511,102,3,104.326315,0.001684,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,46268,102,3,105.411124,0.001684,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,22582,102,3,105.204848,0.001684,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,53127,102,3,106.079818,0.001685,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,34608,102,3,105.028796,0.001684,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,19,102,3,106.140578,0.001684,0,0,0,0,0,0,1
3.00E-06,1607886072,0,17,4,255,4,1900,51066,102,3,106.14738,0.001684,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,42970,102,3,105.430587,0.001684,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,63549,102,3,105.298259,0.001684,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,37469,102,3,104.855489,0.001684,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,46812,102,3,104.294621,0.001684,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,33354,102,3,106.349614,0.001684,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,4370,102,3,104.698445,0.001684,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,49098,102,3,85.976675,0.001684,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,1686,102,3,105.719993,0.001684,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,39102,102,3,101.426672,0.001684,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,17397,102,3,103.839765,0.001684,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,46561,102,3,101.775301,0.001684,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,41184,102,3,106.621609,0.001684,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,11643,102,3,101.457643,0.001684,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,4511,102,3,99.476612,0.001684,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,26227,102,3,103.566014,0.001684,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,48410,102,3,104.209232,0.001684,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,12288,102,3,104.336609,0.001684,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,26118,102,3,105.14049,0.001684,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,19583,102,3,105.641386,0.001684,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,37946,102,3,105.144146,0.001684,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,44531,102,3,99.287711,0.001684,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,30531,102,3,105.78966,0.001684,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,47293,102,3,105.083059,0.001684,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,13562,102,3,105.688257,0.001684,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,38742,102,3,102.884757,0.001684,1,1,1,1,1,1,1
0.000569,1607886072,0,17,4,255,4,1900,62549,102,3,106.385415,0.459942,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,50907,102,3,100.031409,0.115876,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,29489,102,3,106.315412,0.79686,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,19757,102,3,104.4348,4.324248,1,1,1,1,1,1,1
4.00E-06,1607886072,0,17,4,255,4,1900,44280,102,3,103.05097,3.565839,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,21426,102,3,101.681083,0.375123,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,44029,102,3,106.125954,5.079392,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,50219,102,3,103.355685,0.861305,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,19101,102,3,104.219886,0.720316,1,1,1,1,1,1,1
4.00E-06,1607886072,0,17,4,255,4,1900,61501,102,3,103.15179,10.31721,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,19480,102,3,99.674953,0.646981,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,44675,102,3,104.889687,12.591942,1,1,1,1,1,1,1
4.00E-06,1607886072,0,17,4,255,4,1900,20395,102,3,101.066811,1.238125,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,23949,102,3,104.705213,0.624708,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,33152,102,3,104.085324,0.624705,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,51010,102,3,103.512765,0.351004,1,1,1,1,1,1,1
4.00E-06,1607886072,0,17,4,255,4,1900,61501,102,3,103.151813,2.30E-05,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,57495,102,3,105.193332,0.794254,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,23028,102,3,103.238804,1.408943,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,30189,102,3,104.776125,4.116272,1,1,1,1,1,1,1
4.00E-06,1607886072,0,17,4,255,4,1900,45342,102,3,106.068245,0.263976,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,11895,102,3,106.574429,1.068999,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,12367,102,3,100.338272,2.80895,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,65479,102,3,101.804208,4.878608,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,58073,102,3,104.264642,4.322286,1,1,1,1,1,1,1
4.00E-06,1607886072,0,17,4,255,4,1900,53676,102,3,101.08994,18.40423,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,4340,102,3,104.912246,0.807117,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,18888,102,3,93.834732,1.751452,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,37592,102,3,106.581764,1.398749,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,33545,102,3,102.242897,0.900046,1,1,1,1,1,1,1
4.00E-06,1607886072,0,17,4,255,4,1900,41528,102,3,104.730608,2.645227,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,8611,102,3,97.076207,12.245214,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,43578,102,3,106.357134,1.406363,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,26478,102,3,103.008156,0.41133,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,61100,102,3,105.729737,4.495485,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,31376,102,3,101.678176,0.766648,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,1358,102,3,100.316582,4.191628,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,18843,102,3,106.349068,4.157703,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,4627,102,3,106.371528,4.496878,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,17158,102,3,106.43297,1.000333,1,1,1,1,1,1,1
4.00E-06,1607886072,0,17,4,255,4,1900,37951,102,3,104.929346,0.529587,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,59857,102,3,104.04092,2.909564,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,48647,102,3,106.352641,6.438563,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,63878,102,3,106.086792,3.910392,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,11037,102,3,106.529803,1.699186,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,31465,102,3,102.444949,0.783597,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,61494,102,3,105.616526,0.172379,1,1,1,1,1,1,1
4.00E-06,1607886072,0,17,4,255,4,1900,56971,102,3,106.484378,3.696651,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,16209,102,3,106.390071,0.346128,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,25679,102,3,101.725789,2.518239,1,1,1,1,1,1,1
4.00E-06,1607886072,0,17,4,255,4,1900,22609,102,3,105.606562,7.712787,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,20975,102,3,104.770862,5.491417,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,19196,102,3,106.289058,2.136779,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,53462,102,3,103.43579,1.456739,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,22680,102,3,106.05803,0.58264,1,1,1,1,1,1,1
4.00E-06,1607886072,0,17,4,255,4,1900,10382,102,3,104.715055,0.571694,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,24370,102,3,106.293648,0.576261,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,59607,102,3,98.810009,1.459942,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,48829,102,3,106.150709,2.762245,1,1,1,1,1,1,1
4.00E-06,1607886072,0,17,4,255,4,1900,39443,102,3,105.177536,1.701998,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,49583,102,3,106.349175,0.063711,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,12431,102,3,100.9003,0.661766,1,1,1,1,1,1,1
4.00E-06,1607886072,0,17,4,255,4,1900,52857,102,3,105.702601,0.483771,1,1,1,1,1,1,1
0.000539,1607886072,0,17,4,255,4,1900,19277,102,3,105.748141,1.507286,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,59857,102,3,104.041556,0.000636,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,48647,102,3,106.353277,0.000636,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,63878,102,3,106.087428,0.000636,1,1,1,1,1,1,1
4.00E-06,1607886072,0,17,4,255,4,1900,11037,102,3,106.53044,0.000637,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,31465,102,3,102.445586,0.000637,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,61494,102,3,105.617163,0.000637,1,1,1,1,1,1,1
4.00E-06,1607886072,0,17,4,255,4,1900,56971,102,3,106.485015,0.000637,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,16209,102,3,106.390708,0.000637,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,25679,102,3,101.726426,0.000637,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,22609,102,3,105.607198,0.000636,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,20975,102,3,104.771498,0.000636,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,19196,102,3,106.289694,0.000636,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,53462,102,3,103.436426,0.000636,1,1,1,1,1,1,1
4.00E-06,1607886072,0,17,4,255,4,1900,22680,102,3,106.058667,0.000637,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,10382,102,3,104.715691,0.000636,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,24370,102,3,106.294284,0.000636,1,1,1,1,1,1,1
4.00E-06,1607886072,0,17,4,255,4,1900,59607,102,3,98.810646,0.000637,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,48829,102,3,106.151346,0.000637,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,39443,102,3,105.178172,0.000636,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,49583,102,3,106.349811,0.000636,1,1,1,1,1,1,1
4.00E-06,1607886072,0,17,4,255,4,1900,12431,102,3,100.900937,0.000637,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,52857,102,3,105.703237,0.000636,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,2249,102,3,105.785973,0.406134,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,37573,102,3,96.45831,1.183641,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,27353,102,3,106.232643,2.529178,1,1,1,1,1,1,1
4.00E-06,1607886072,0,17,4,255,4,1900,28601,102,3,105.300261,1.890983,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,27667,102,3,105.157615,0.382324,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,9948,102,3,105.630607,1.502446,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,29500,102,3,106.335026,1.001032,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,9070,102,3,103.879386,0.795073,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,40328,102,3,101.802316,1.435777,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,5879,102,3,103.556427,2.037463,1,1,1,1,1,1,1
4.00E-06,1607886072,0,17,4,255,4,1900,44810,102,3,103.244449,10.762598,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,14742,102,3,102.595049,1.421072,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,59265,102,3,101.937318,1.988638,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,4158,102,3,106.025793,0.96071,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,3292,102,3,99.531182,0.453319,1,1,1,1,1,1,1
4.00E-06,1607886072,0,17,4,255,4,1900,26578,102,3,105.738428,2.235737,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,6406,102,3,104.649354,7.80416,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,9342,102,3,105.765337,1.127259,1,1,1,1,1,1,1
4.00E-06,1607886072,0,17,4,255,4,1900,56885,102,3,104.527193,1.480931,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,34920,102,3,100.652106,0.167508,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,44570,102,3,106.633412,2.439239,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,7938,102,3,103.993609,3.145731,1,1,1,1,1,1,1
4.00E-06,1607886072,0,17,4,255,4,1900,12370,102,3,99.37751,5.37686,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,12098,102,3,106.343308,0.241727,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,4888,102,3,99.756998,1.517465,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,46116,102,3,101.093317,0.189473,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,16988,102,3,104.569323,0.383457,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,3150,102,3,106.355499,6.119869,1,1,1,1,1,1,1
4.00E-06,1607886072,0,17,4,255,4,1900,59040,102,3,105.842757,1.6601,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,14636,102,3,103.740183,1.203222,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,53989,102,3,105.829269,2.199706,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,19985,102,3,105.830056,9.387664,1,1,1,1,1,1,1
4.00E-06,1607886072,0,17,4,255,4,1900,40632,102,3,105.968167,1.287836,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,64509,102,3,106.542071,3.345153,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,51959,102,3,103.532505,13.07558,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,271,102,3,101.945802,4.088718,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,40441,102,3,104.930177,1.833226,1,1,1,1,1,1,1
4.00E-06,1607886072,0,17,4,255,4,1900,5773,102,3,98.592983,0.892826,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,48744,102,3,105.14636,6.37232,1,1,1,1,1,1,1
0.000357,1607886072,0,17,4,255,4,1900,48794,102,3,106.146854,1.927427,1,1,1,1,1,1,1
5.00E-06,1607886072,0,17,4,255,4,1900,17831,102,3,104.247581,3.143933,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,46116,102,3,101.093991,0.000674,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,16988,102,3,104.569996,0.000673,1,1,1,1,1,1,1
4.00E-06,1607886072,0,17,4,255,4,1900,3150,102,3,106.356173,0.000674,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,59040,102,3,105.84343,0.000673,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,14636,102,3,103.740856,0.000673,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,53989,102,3,105.829942,0.000673,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,19985,102,3,105.830729,0.000673,1,1,1,1,1,1,1
4.00E-06,1607886072,0,17,4,255,4,1900,40632,102,3,105.96884,0.000673,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,64509,102,3,106.542744,0.000673,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,51959,102,3,103.533178,0.000673,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,271,102,3,101.946475,0.000673,1,1,1,1,1,1,1
4.00E-06,1607886072,0,17,4,255,4,1900,40441,102,3,104.930851,0.000674,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,5773,102,3,98.593656,0.000673,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,48744,102,3,105.147033,0.000673,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,2700,102,3,101.308118,1.148539,1,1,1,1,1,1,1
4.00E-06,1607886072,0,17,4,255,4,1900,13897,102,3,104.990721,2.643965,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,7170,102,3,103.983249,2.171169,1,1,1,1,1,1,1
4.00E-06,1607886072,0,17,4,255,4,1900,63696,102,3,104.784781,1.552415,1,1,1,1,1,1,1
5.00E-06,1607886072,0,17,4,255,4,1900,43427,102,3,102.438684,0.853945,1,1,1,1,1,1,1
6.00E-06,1607886072,0,17,4,255,4,1900,63148,102,3,103.855221,0.187859,1,1,1,1,1,1,1
5.00E-06,1607886072,0,17,4,255,4,1900,11557,102,3,104.917465,2.205239,1,1,1,1,1,1,1
5.00E-06,1607886072,0,17,4,255,4,1900,22051,102,3,104.912296,6.466022,1,1,1,1,1,1,1
4.00E-06,1607886072,0,17,4,255,4,1900,63924,102,3,105.811101,1.673728,1,1,1,1,1,1,1
5.00E-06,1607886072,0,17,4,255,4,1900,23192,102,3,97.093718,6.100782,1,1,1,1,1,1,1
5.00E-06,1607886072,0,17,4,255,4,1900,42789,102,3,104.557878,2.414684,1,1,1,1,1,1,1
5.00E-06,1607886072,0,17,4,255,4,1900,59740,102,3,104.142301,0.714802,1,1,1,1,1,1,1
7.00E-06,1607886072,0,17,4,255,4,1900,19443,102,3,106.195961,3.637148,1,1,1,1,1,1,1
5.00E-06,1607886072,0,17,4,255,4,1900,45943,102,3,106.504727,1.647453,1,1,1,1,1,1,1
5.00E-06,1607886072,0,17,4,255,4,1900,38690,102,3,105.803944,0.312587,1,1,1,1,1,1,1
4.00E-06,1607886072,0,17,4,255,4,1900,55047,102,3,99.223335,2.110807,1,1,1,1,1,1,1
5.00E-06,1607886072,0,17,4,255,4,1900,49316,102,3,98.51016,2.723781,1,1,1,1,1,1,1
5.00E-06,1607886072,0,17,4,255,4,1900,11693,102,3,106.123725,1.850977,1,1,1,1,1,1,1
4.00E-06,1607886072,0,17,4,255,4,1900,23450,102,3,106.394417,1.053821,1,1,1,1,1,1,1
1.50E-05,1607886072,0,17,4,255,4,1900,57893,102,3,100.89341,3.741555,1,1,1,1,1,1,1
5.00E-06,1607886072,0,17,4,255,4,1900,28758,102,3,103.560153,4.970201,1,1,1,1,1,1,1
0.000552,1607886072,0,17,4,255,4,1900,64293,102,3,105.055877,1.576884,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,24367,102,3,105.733753,7.567737,1,1,1,1,1,1,1
